,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank,predicted product sells at fraction of locations,predicted product's average rank at locations selling it
12634,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",18,Lofnac Tablets x10,18.0,Amalar 500/25mg Tablets x3,7.0,67,0.23,30
12635,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",19,Pyrantrin Tablet x6,17.0,Calcitone Tabs 100,4.0,157,0.24,77
12636,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",20,Zentel 200mg Tablets x2,16.0,Danacid Tablets x96,3.0,191,0.24,69
12637,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",21,Fleming 228.5mg/5ml Suspension,16.0,Calcimax Tablets x30,7.0,72,0.19,82
12638,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",22,Funbact A 30g Cream,15.0,Pocco Lisinopril 5mg Tablets x28,5.0,125,0.12,93
12639,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",23,Cream Skineal x15g,14.0,Amatem 80/480 Softgel x6,62.0,1,0.54,16
12640,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",24,Pocco Amlodipine 10mg Tablets x28,14.0,Babyrex Baby Mixture x60ml,4.0,158,0.41,52
12641,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",25,Artequick 62.5/375mg Tablets x4,13.0,Funbact A 30g Cream,15.0,22,0.43,34
12642,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",26,Tab Vega 100,13.0,Lisinopril 10mg (Pocco) Tablets  x28,8.0,59,0.11,78
12643,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",27,Neofylin Cough Syrup,13.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,11.0,32,0.43,31
12644,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",28,Sudrex 500mg/30mg Tablets x20,13.0,Yeast Tablets x100,3.0,193,0.17,102
12645,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",29,Fiesta Classic Condom,13.0,Postinor 2,51.0,3,0.41,32
12646,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",30,Ciprotab 500mg Tablets x10,12.0,Krishat Diclofenac Injection,2.0,268,0.1,67
12647,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",31,Meyer's B-Complex Tabs x100,12.0,Pocco Amlodipine 10mg Tablets x28,14.0,24,0.16,53
12648,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",32,Camosunate Children 150mg/50mg Tablets (1-6years) x6,11.0,Panadol Extra,4.0,151,0.54,65
12649,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",33,Camosunate 300mg/100mg (7-13years),11.0,Calgovite Vitamin C (High Strenght ) 1000mg 1 X 20 Effervescent Tablets,8.0,60,0.08,105
12650,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",34,Ibucap Forte Capsule x10,11.0,Neofylin Cough Syrup,13.0,27,0.42,47
12651,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",35,Meprasil x20,11.0,Clofenac 50mg Tablets x100,2.0,243,0.29,129
12652,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",36,Coartem 80/480mg Tablets x6,10.0,Gestid 200ml Suspension,10.0,37,0.53,39
12653,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",37,Gestid 200ml Suspension,10.0,Ascomed Vitamin C 100mg (Chewable) Tablets x100,41.0,4,0.05,42
12654,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",38,Fleming 1000mg x14,10.0,Em-Vit-C 100ml Syrup,25.0,9,0.44,34
12655,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",39,Actifed Tablets,10.0,Lofnac Tablets x10,18.0,18,0.35,41
12656,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",40,Panda Paracetamol 15ml Drops,10.0,Folic acid + B12 Tablets (Dr Meyer's) x100,8.0,58,0.12,47
12657,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",41,Oceanic Cod Liver Oil 1000mg Capsules x30,10.0,Emzor Paracetamol 500mg Tablets x96,19.0,13,0.42,36
12658,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",42,Flucamed 50mg Capsules x3,10.0,Fesulf Satchet x100,2.0,244,0.12,68
12659,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",43,Lofnac Plus Tablets x10,10.0,Menthodex Syrup,5.0,109,0.37,63
12660,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",44,"Crepe Bandage 6""",10.0,Artelum 80/480 Tablets  x6,9.0,52,0.03,80
12661,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",45,Broncholyte 4mg/5ml Elixir x100ml,10.0,Fleming 1000mg x14,10.0,38,0.33,78
12662,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",46,Swidar 500/25mg x3,9.0,Bondoment  x100 Tablet,1.0,327,0.16,140
12663,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",47,Coflin Cough Linctus x100ml,9.0,Bonduretic Tablets x100,1.0,316,0.16,137
12664,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",48,Actifed Syrup x60ml,9.0,Bonababe Syrup,6.0,89,0.55,35
12665,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",49,Bunto Blood Caps x100,9.0,Sudrex 500mg/30mg Tablets x20,13.0,28,0.1,53
12666,"""96bdd2f2-044d-4060-95d2-e653045b2f6f""",50,Tutolin Expectorant x100ml,9.0,Amatem  20/120mg x18 Softgels,8.0,63,0.17,68
12667,"""973abca7-ff18-4533-8a05-472c70bd11e0""",1,Postpill 150mcg Tablet,25.0,Cream Skineal x15g,5.0,33,0.41,56
12668,"""973abca7-ff18-4533-8a05-472c70bd11e0""",2,Lofnac Tablets x10,23.0,Aboniki Balm,7.0,18,0.41,23
12669,"""973abca7-ff18-4533-8a05-472c70bd11e0""",3,Arthemed 80/480mg Tablets x6,18.0,Lonart DS 80/480mg Tablets x6,3.0,55,0.51,27
12670,"""973abca7-ff18-4533-8a05-472c70bd11e0""",4,Cotton wool 100g,16.0,Panadol Extra,3.0,61,0.54,65
12671,"""973abca7-ff18-4533-8a05-472c70bd11e0""",5,Artequick 62.5/375mg Tablets x4,12.0,Coflin Expectorant x100ml,,,0.45,53
12672,"""973abca7-ff18-4533-8a05-472c70bd11e0""",6,Swidar 500/25mg x3,12.0,Bonababe Syrup,8.0,14,0.55,35
12673,"""973abca7-ff18-4533-8a05-472c70bd11e0""",7,Tab Brustan-N,11.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
12674,"""973abca7-ff18-4533-8a05-472c70bd11e0""",8,Gold Circle (Old) x24,11.0,Panadol (Regular) 500mg 10x10,3.0,57,0.42,66
12675,"""973abca7-ff18-4533-8a05-472c70bd11e0""",9,Lofnac Plus Tablets x10,11.0,Neofylin Cough Syrup,7.0,19,0.42,47
12676,"""973abca7-ff18-4533-8a05-472c70bd11e0""",10,Amatem 80/480 Softgel x6,10.0,Postinor 2,8.0,13,0.41,32
12677,"""973abca7-ff18-4533-8a05-472c70bd11e0""",11,Tab Paracetamol (M&B) 500mg x96,10.0,Gestid 200ml Suspension,4.0,41,0.53,39
12678,"""973abca7-ff18-4533-8a05-472c70bd11e0""",12,Zoxine 20/120mg Tablets x24,10.0,Syrup Paracetamol 125mg/5ml (Emzor),5.0,31,0.47,40
12679,"""973abca7-ff18-4533-8a05-472c70bd11e0""",13,Postinor 2,8.0,Emgyl 200mg/5ml Suspension 60ml,4.0,49,0.23,98
12680,"""973abca7-ff18-4533-8a05-472c70bd11e0""",14,Bonababe Syrup,8.0,Fleming 625mg x14,,,0.38,59
12681,"""973abca7-ff18-4533-8a05-472c70bd11e0""",15,Emzolyn Cough Syrup Adult,8.0,Postpill 150mcg Tablet,25.0,1,0.4,41
12682,"""973abca7-ff18-4533-8a05-472c70bd11e0""",16,Fiesta Strawberry,8.0,NGC Cough Syrup (Adult) x100ml,5.0,35,0.4,61
12683,"""973abca7-ff18-4533-8a05-472c70bd11e0""",17,Penegra 100mg Tablets x4,8.0,Coartem 80/480mg Tablets x6,,,0.5,39
12684,"""973abca7-ff18-4533-8a05-472c70bd11e0""",18,Aboniki Balm,7.0,Em-Vit-C 100ml Syrup,2.0,73,0.44,34
12685,"""973abca7-ff18-4533-8a05-472c70bd11e0""",19,Neofylin Cough Syrup,7.0,Tab Sudrex 500mg/30mg,3.0,59,0.27,35
12686,"""973abca7-ff18-4533-8a05-472c70bd11e0""",20,Cotton Wool 300g,7.0,Gascol Suspension x150ml,,,0.32,85
12687,"""973abca7-ff18-4533-8a05-472c70bd11e0""",21,Zentel 200mg Tablets x2,6.0,Astyfer Tonic x200ml,,,0.38,72
12688,"""973abca7-ff18-4533-8a05-472c70bd11e0""",22,Ors G Oral,6.0,Amatem 80/480 Softgel x6,10.0,10,0.54,16
12689,"""973abca7-ff18-4533-8a05-472c70bd11e0""",23,NGC Cough Syrup (Child) x100ml,6.0,Zentel 200mg Tablets x2,6.0,21,0.4,31
12690,"""973abca7-ff18-4533-8a05-472c70bd11e0""",24,Coflin Cough Linctus x100ml,6.0,Lofnac Tablets x10,23.0,2,0.35,41
12691,"""973abca7-ff18-4533-8a05-472c70bd11e0""",25,Zolat 200mg Tablets x2,6.0,Tutolin Expectorant x100ml,,,0.35,74
12692,"""973abca7-ff18-4533-8a05-472c70bd11e0""",26,Mycoten 20g Cream,6.0,Ciprotab 500mg Tablets x10,2.0,72,0.39,37
12693,"""973abca7-ff18-4533-8a05-472c70bd11e0""",27,Metrotab 400mg Tablets x100,6.0,Lonart 20/120mg 60ml Suspension,3.0,62,0.41,57
12694,"""973abca7-ff18-4533-8a05-472c70bd11e0""",28,Moko Calamine 100ml Lotion,6.0,Swidar 500/25mg x3,12.0,6,0.4,42
12695,"""973abca7-ff18-4533-8a05-472c70bd11e0""",29,Bond Paracetamol 500mg Tablets x96,6.0,Pyrantrin Tablet x6,5.0,39,0.43,38
12696,"""973abca7-ff18-4533-8a05-472c70bd11e0""",30,Cenox Tablets x10,6.0,Gestid 100ml Suspension,4.0,45,0.28,68
12697,"""973abca7-ff18-4533-8a05-472c70bd11e0""",31,Syrup Paracetamol 125mg/5ml (Emzor),5.0,Ciprotab 500mg Tablets x14,3.0,56,0.4,44
12698,"""973abca7-ff18-4533-8a05-472c70bd11e0""",32,Funbact A 30g Cream,5.0,Nospamin Drops,5.0,38,0.32,82
12699,"""973abca7-ff18-4533-8a05-472c70bd11e0""",33,Cream Skineal x15g,5.0,Syr Astymin x200ml,3.0,58,0.36,63
12700,"""973abca7-ff18-4533-8a05-472c70bd11e0""",34,Gold circle flex,5.0,Alabukun (Powder)  - 1x10 Pack,2.0,98,0.31,100
12701,"""973abca7-ff18-4533-8a05-472c70bd11e0""",35,NGC Cough Syrup (Adult) x100ml,5.0,Cenox Tablets x10,6.0,30,0.37,54
12702,"""973abca7-ff18-4533-8a05-472c70bd11e0""",36,Lokmal QS Combi,5.0,Ascochew Vitamin C (Orange),2.0,87,0.16,63
12703,"""973abca7-ff18-4533-8a05-472c70bd11e0""",37,Tab Vega 100,5.0,Arthemed 80/480mg Tablets x6,18.0,3,0.14,27
12704,"""973abca7-ff18-4533-8a05-472c70bd11e0""",38,Nospamin Drops,5.0,Coflin Cough Linctus x100ml,6.0,24,0.37,66
12705,"""973abca7-ff18-4533-8a05-472c70bd11e0""",39,Pyrantrin Tablet x6,5.0,Lokmal QS Combi,5.0,36,0.32,61
12706,"""973abca7-ff18-4533-8a05-472c70bd11e0""",40,Pocco Amlodipine 10mg Tablets x28,5.0,Tab Paracetamol (M&B) 500mg x96,10.0,11,0.38,23
12707,"""973abca7-ff18-4533-8a05-472c70bd11e0""",41,Gestid 200ml Suspension,4.0,Procold Tablet x25,1.0,126,0.26,128
12708,"""973abca7-ff18-4533-8a05-472c70bd11e0""",42,Clartem 20/120mg Tablets x24,4.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,,0.43,31
12709,"""973abca7-ff18-4533-8a05-472c70bd11e0""",43,Visita Plus 30g Cream,4.0,Ors G Oral,6.0,22,0.36,46
12710,"""973abca7-ff18-4533-8a05-472c70bd11e0""",44,Ampiclox (Unbranded) 500mg Capsules x100,4.0,Gestid Tablets x20,3.0,60,0.41,60
12711,"""973abca7-ff18-4533-8a05-472c70bd11e0""",45,Gestid 100ml Suspension,4.0,Babyrex Baby Mixture x60ml,,,0.41,52
12712,"""973abca7-ff18-4533-8a05-472c70bd11e0""",46,Tab Ketrax,4.0,Ascorex Expectorant x100ml,,,0.16,93
12713,"""973abca7-ff18-4533-8a05-472c70bd11e0""",47,Tab Boska x20,4.0,M&B Paracetamol Syrup 1 X 60ml Bottle,,,0.39,35
12714,"""973abca7-ff18-4533-8a05-472c70bd11e0""",48,Emzolyn Cough Syrup Child,4.0,Silverbird Eucalyptus Oil,,,0.3,107
12715,"""973abca7-ff18-4533-8a05-472c70bd11e0""",49,Emgyl 200mg/5ml Suspension 60ml,4.0,D-Koff 100ml Expectorant ,2.0,96,0.22,64
12716,"""973abca7-ff18-4533-8a05-472c70bd11e0""",50,Fiesta Ribbed,4.0,EmVite Multivitamin Syrup x100ml,2.0,89,0.29,82
12717,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",1,Tab Sudrex 500mg/30mg,47.0,Bonababe Syrup,26.0,5,0.55,35
12718,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",2,Syrup Paracetamol 125mg/5ml (Emzor),36.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
12719,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",3,Ciprotab 500mg Tablets x10,34.0,Panadol Extra,,,0.54,65
12720,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",4,M&B Paracetamol Syrup 1 X 60ml Bottle,31.0,Lonart DS 80/480mg Tablets x6,,,0.51,27
12721,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",5,Bonababe Syrup,26.0,Gestid 200ml Suspension,,,0.53,39
12722,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",6,Odomos 50g Cream (Medium size),25.0,Amatem 80/480 Softgel x6,,,0.54,16
12723,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",7,Odomos 20g Cream (Small size),22.0,Coartem 80/480mg Tablets x6,,,0.5,39
12724,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",8,Ascochew Vitamin C (White),21.0,Coflin Expectorant x100ml,,,0.45,53
12725,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",9,Gaviscon Suspension 200ml,13.0,Syrup Paracetamol 125mg/5ml (Emzor),36.0,2,0.47,40
12726,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",10,Omefast 20mg Capsules x14,13.0,Aboniki Balm,,,0.41,23
12727,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",11,Ampiclox (Unbranded) 500mg Capsules x100,12.0,Em-Vit-C 100ml Syrup,,,0.44,34
12728,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",12,NGC Cough Syrup (Adult) x100ml,11.0,Postpill 150mcg Tablet,,,0.4,41
12729,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",13,Endix G Cream,9.0,Fleming 625mg x14,,,0.38,59
12730,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",14,Acneaway Cream 20g,9.0,Cream Skineal x15g,,,0.41,56
12731,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",15,Panadol (Regular) 500mg 10x10,8.0,Panadol (Regular) 500mg 10x10,8.0,15,0.42,66
12732,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",16,Caps Augmentin 375mg,8.0,Emzolyn Cough Syrup Adult,,,0.49,48
12733,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",17,Syr Astymin x200ml,8.0,Neofylin Cough Syrup,,,0.42,47
12734,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",18,Moko Calamine 100ml Lotion,8.0,Postinor 2,,,0.41,32
12735,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",19,Ferobin Tonic 200ml Syrup,7.0,NGC Cough Syrup (Adult) x100ml,11.0,12,0.4,61
12736,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",20,Ampiflux Caps,6.0,Gestid Tablets x20,,,0.41,60
12737,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",21,Perilon 5mg Tablets x100,5.0,Cenox Tablets x10,,,0.37,54
12738,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",22,Feroglobin Capsules x30,5.0,Panda Paracetamol 15ml Drops,,,0.52,61
12739,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",23,Tab Dopatab M250 x10,3.0,Zentel 200mg Tablets x2,,,0.4,31
12740,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",24,,,Swidar 500/25mg x3,,,0.4,42
12741,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",25,,,Emzolyn Cough Syrup Child,,,0.41,64
12742,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",26,,,Astyfer Tonic x200ml,,,0.38,72
12743,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",27,,,P-Alaxin 40/320mg Tablets x9,,,0.42,62
12744,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",28,,,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
12745,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",29,,,Pyrantrin Tablet x6,,,0.43,38
12746,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",30,,,Neoskin Triple Action Cream 30g,,,0.34,70
12747,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",31,,,Nospamin Drops,,,0.32,82
12748,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",32,,,Funbact A 30g Cream,,,0.43,34
12749,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",33,,,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,,0.43,31
12750,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",34,,,Tab Brustan-N,,,0.4,23
12751,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",35,,,Lonart 20/120mg 60ml Suspension,,,0.41,57
12752,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",36,,,Ciprotab 500mg Tablets x14,,,0.4,44
12753,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",37,,,Syr Astymin x200ml,8.0,17,0.36,63
12754,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",38,,,Lofnac Tablets x10,,,0.35,41
12755,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",39,,,Artequick 62.5/375mg Tablets x4,,,0.43,48
12756,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",40,,,Babyrex Baby Mixture x60ml,,,0.41,52
12757,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",41,,,Ciprotab 500mg Tablets x10,34.0,3,0.39,37
12758,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",42,,,Loratadine (Afrab) Syrup 60ml,,,0.35,74
12759,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",43,,,Gascol Suspension x150ml,,,0.32,85
12760,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",44,,,Ors G Oral,,,0.36,46
12761,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",45,,,Tab Boska x20,,,0.33,53
12762,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",46,,,Camosunate 300mg/100mg (7-13years),,,0.4,52
12763,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",47,,,Broncholyte 4mg/5ml Elixir x100ml,,,0.37,81
12764,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",48,,,Tutolin Expectorant x100ml,,,0.35,74
12765,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",49,,,Alabukun (Powder)  - 1x10 Pack,,,0.31,100
12766,"""97fc3a00-4692-4fcc-8d4e-4a501039871e""",50,,,Camosunate Adult 300/100mg Tablets x12,,,0.35,72
12767,"""989c3257-4598-42a3-b395-56a8f310cdb1""",1,Lonart DS 80/480mg Tablets x6,6.0,Bonababe Syrup,,,0.55,35
12768,"""989c3257-4598-42a3-b395-56a8f310cdb1""",2,Ascochew Vitamin C (White),5.0,Amatem 80/480 Softgel x6,,,0.54,16
12769,"""989c3257-4598-42a3-b395-56a8f310cdb1""",3,Tribotan Child,4.0,Gestid 200ml Suspension,,,0.53,39
12770,"""989c3257-4598-42a3-b395-56a8f310cdb1""",4,Tribotan Adult,4.0,Lonart DS 80/480mg Tablets x6,6.0,1,0.51,27
12771,"""989c3257-4598-42a3-b395-56a8f310cdb1""",5,Arenax Plus Forte 80/480mg Tablets x6,4.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
12772,"""989c3257-4598-42a3-b395-56a8f310cdb1""",6,Em-B-Plex 100ml Syrup,4.0,Panadol Extra,,,0.54,65
12773,"""989c3257-4598-42a3-b395-56a8f310cdb1""",7,Bunto blood Tonic x300ml,2.0,Coartem 80/480mg Tablets x6,,,0.5,39
12774,"""989c3257-4598-42a3-b395-56a8f310cdb1""",8,Hexedene Mouthwash 300ml,2.0,Emzolyn Cough Syrup Adult,,,0.49,48
12775,"""989c3257-4598-42a3-b395-56a8f310cdb1""",9,,,Coflin Expectorant x100ml,,,0.45,53
12776,"""989c3257-4598-42a3-b395-56a8f310cdb1""",10,,,Tab Brustan-N,,,0.4,23
12777,"""989c3257-4598-42a3-b395-56a8f310cdb1""",11,,,Syrup Paracetamol 125mg/5ml (Emzor),,,0.47,40
12778,"""989c3257-4598-42a3-b395-56a8f310cdb1""",12,,,Em-Vit-C 100ml Syrup,,,0.44,34
12779,"""989c3257-4598-42a3-b395-56a8f310cdb1""",13,,,Neofylin Cough Syrup,,,0.42,47
12780,"""989c3257-4598-42a3-b395-56a8f310cdb1""",14,,,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
12781,"""989c3257-4598-42a3-b395-56a8f310cdb1""",15,,,Postinor 2,,,0.41,32
12782,"""989c3257-4598-42a3-b395-56a8f310cdb1""",16,,,Panda Paracetamol 15ml Drops,,,0.52,61
12783,"""989c3257-4598-42a3-b395-56a8f310cdb1""",17,,,Panadol (Regular) 500mg 10x10,,,0.42,66
12784,"""989c3257-4598-42a3-b395-56a8f310cdb1""",18,,,P-Alaxin 40/320mg Tablets x9,,,0.42,62
12785,"""989c3257-4598-42a3-b395-56a8f310cdb1""",19,,,Fleming 625mg x14,,,0.38,59
12786,"""989c3257-4598-42a3-b395-56a8f310cdb1""",20,,,NGC Cough Syrup (Adult) x100ml,,,0.4,61
12787,"""989c3257-4598-42a3-b395-56a8f310cdb1""",21,,,Pyrantrin Tablet x6,,,0.43,38
12788,"""989c3257-4598-42a3-b395-56a8f310cdb1""",22,,,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,,0.43,31
12789,"""989c3257-4598-42a3-b395-56a8f310cdb1""",23,,,Cream Skineal x15g,,,0.41,56
12790,"""989c3257-4598-42a3-b395-56a8f310cdb1""",24,,,Artequick 62.5/375mg Tablets x4,,,0.43,48
12791,"""989c3257-4598-42a3-b395-56a8f310cdb1""",25,,,Gestid Tablets x20,,,0.41,60
12792,"""989c3257-4598-42a3-b395-56a8f310cdb1""",26,,,Emzolyn Cough Syrup Child,,,0.41,64
12793,"""989c3257-4598-42a3-b395-56a8f310cdb1""",27,,,Zentel 200mg Tablets x2,,,0.4,31
12794,"""989c3257-4598-42a3-b395-56a8f310cdb1""",28,,,Aboniki Balm,,,0.41,23
12795,"""989c3257-4598-42a3-b395-56a8f310cdb1""",29,,,Funbact A 30g Cream,,,0.43,34
12796,"""989c3257-4598-42a3-b395-56a8f310cdb1""",30,,,Cenox Tablets x10,,,0.37,54
12797,"""989c3257-4598-42a3-b395-56a8f310cdb1""",31,,,Postpill 150mcg Tablet,,,0.4,41
12798,"""989c3257-4598-42a3-b395-56a8f310cdb1""",32,,,Astyfer Tonic x200ml,,,0.38,72
12799,"""989c3257-4598-42a3-b395-56a8f310cdb1""",33,,,Broncholyte 4mg/5ml Elixir x100ml,,,0.37,81
12800,"""989c3257-4598-42a3-b395-56a8f310cdb1""",34,,,Babyrex Baby Mixture x60ml,,,0.41,52
12801,"""989c3257-4598-42a3-b395-56a8f310cdb1""",35,,,Swidar 500/25mg x3,,,0.4,42
12802,"""989c3257-4598-42a3-b395-56a8f310cdb1""",36,,,Neoskin Triple Action Cream 30g,,,0.34,70
12803,"""989c3257-4598-42a3-b395-56a8f310cdb1""",37,,,Syr Astymin x200ml,,,0.36,63
12804,"""989c3257-4598-42a3-b395-56a8f310cdb1""",38,,,Tab Boska x20,,,0.33,53
12805,"""989c3257-4598-42a3-b395-56a8f310cdb1""",39,,,Ors G Oral,,,0.36,46
12806,"""989c3257-4598-42a3-b395-56a8f310cdb1""",40,,,Ciprotab 500mg Tablets x10,,,0.39,37
12807,"""989c3257-4598-42a3-b395-56a8f310cdb1""",41,,,Lonart 20/120mg 60ml Suspension,,,0.41,57
12808,"""989c3257-4598-42a3-b395-56a8f310cdb1""",42,,,Ciprotab 500mg Tablets x14,,,0.4,44
12809,"""989c3257-4598-42a3-b395-56a8f310cdb1""",43,,,Camosunate 300mg/100mg (7-13years),,,0.4,52
12810,"""989c3257-4598-42a3-b395-56a8f310cdb1""",44,,,Tribotan Child,4.0,3,0.37,83
12811,"""989c3257-4598-42a3-b395-56a8f310cdb1""",45,,,Loratadine (Afrab) Syrup 60ml,,,0.35,74
12812,"""989c3257-4598-42a3-b395-56a8f310cdb1""",46,,,Nospamin Drops,,,0.32,82
12813,"""989c3257-4598-42a3-b395-56a8f310cdb1""",47,,,Camosunate Adult 300/100mg Tablets x12,,,0.35,72
12814,"""989c3257-4598-42a3-b395-56a8f310cdb1""",48,,,Tab Paracetamol (M&B) 500mg x96,,,0.38,23
12815,"""989c3257-4598-42a3-b395-56a8f310cdb1""",49,,,Arenax Plus Forte 80/480mg Tablets x6,4.0,5,0.32,60
12816,"""989c3257-4598-42a3-b395-56a8f310cdb1""",50,,,Tab Loxagyl 400mg,,,0.31,77
12817,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",1,Funbact A 30g Cream,10.0,Lonart DS 80/480mg Tablets x6,,,0.51,27
12818,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",2,Panadol Extra,10.0,Coartem 80/480mg Tablets x6,,,0.5,39
12819,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",3,Zolat 100mg/5ml Suspension x20ml,10.0,Amatem 80/480 Softgel x6,,,0.54,16
12820,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",4,Bonababe Syrup,10.0,Gestid 200ml Suspension,,,0.53,39
12821,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",5,Panda Paracetamol 15ml Drops,10.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
12822,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",6,M&B Paracetamol Syrup 1 X 60ml Bottle,10.0,Zentel 200mg Tablets x2,,,0.4,31
12823,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",7,Emzor Paracetamol Drop 100mg/ml 15ml,10.0,Bonababe Syrup,10.0,4,0.55,35
12824,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",8,Imodium 2mg Capsules x6,9.0,Pyrantrin Tablet x6,,,0.43,38
12825,"""98d3025d-9e5e-44c0-8139-2af8a0bb7770""",9,Nospamin Drops,9.0,Emzolyn Cough Syrup Adult,,,0.49,48
